login,order_id,customer_id,MOTT,status,marketplaceid,orderTotalAmountUSD,ictry_cd,bctry_cd,cctry_cd,sctry_cd,emailorg,ipadd,paymeth,gls,isfba,hasprime,seg,fastlane,numitem,issuingbank,fingerprint,createdcountrycode,ipstate,sst_cd,zip,nsignins,days_lastorder,comp_dayob,capture_date,capture_calendar_week,event_day,event_calendar_week,event_calendar_month,event_calendar_year,event_priority,capture_priority,risk_score,conceded_order_id,conc_amt_usd,max_concession_creation_day,min_concession_creation_day,unique_id,report_generation_date
abc,405-2221521-3461915,829263046212,tt/d108893233,NORMAL,338851,759.21,TR,TR,TR,TR,OUTLOOK.COM,176.234.94.249,CC,147,1,0,1,1,2,Akbank,UAZy0XVa822fM5FrqD4B3w==,TR,--,,34755,3,0.0,0.0,2024-10-29 23:33:43.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,42dab33dff5ebdacb2827c2c8c428ef9,2024-11-07 00:00:00.000
aba,402-2054433-7821959,834565608412,tt/d108893233,NORMAL,338851,349.96,TR,TR,TR,TR,ICLOUD.COM,78.163.100.76,CC,147,1,1,1,0,1,Garanti Bankası,xYzTufGCddOguEnJ9Zr70g==,TR,--,,34500,4,0.08515,0.08515,2024-11-06 14:16:33.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,95,,,,,c8895e860a4d3d2a3bd364f8a6d1d023,2024-11-07 00:00:00.000
abd,404-1550140-0623554,173208090712,tt/d108893233,NORMAL,338851,334.3,TR,TR,TR,TR,GMAIL.COM,94.79.88.146,CC,107,1,1,3,1,1,Kuveyt Türk,pokUfX/O0XWmGE3mZ2C0bA==,TR,--,MALTEPE,34841,4,0.0,0.0,2024-11-02 22:49:52.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,e54b6eb61ff10845711dedae7f948ab9,2024-11-07 00:00:00.000
abb,406-0636296-6216342,832922087712,tt/d109018315,NORMAL,679831071,328.29,BE,BE,BE,BE,OUTLOOK.BE,109.236.63.237,CC,"147,328",1,1,3,1,4,,UjkLb41KMewvs0et6ipVwQ==,BE,BRU,,4420,10,0.0,0.0,2024-11-05 11:00:20.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,ed6b6f5c3e82410745fa1c426efa924a,2024-11-07 00:00:00.000
abc,111-0665796-9357006,955275158502,tt/d113007432,NORMAL,1,1021.56,,US,KR,US,GMAIL.COM,10.162.228.110,CC,"196,201",1,1,3,1,16,"BC Card Company, Limited",E3e7GdbDsGdDm5VK/Mh2bw==,US,--,OH,43128,50,1.02343,4.310224,2024-11-02 04:58:03.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,76,,,,,548a0a786f1a60002e75fced8d9f871f,2024-11-07 00:00:00.000
aba,114-7094486-2035400,956804786802,tt/d113007432,NORMAL,1,1549.0,,US,US,US,GMAIL.COM,10.88.66.40,CC,147,1,1,1,1,1,,E3e7GdbDsGdDm5VK/Mh2bw==,US,--,NY,11230-4354,10,0.0,0.0,2024-10-30 09:22:59.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,95,,,,,654f310a3ff86566c560200b321cdf11,2024-11-07 00:00:00.000
abd,111-7125256-2062648,962354081502,tt/d113007432,NORMAL,1,303.99,,US,US,US,,10.91.212.179,CC,147,1,1,1,1,1,"Chase Bank USA, National Association",UAZy0XVa822fM5FrqD4B3w==,US,--,CA,90010-3217,6,0.0,0.0,2024-11-03 22:24:47.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,66,,,,,428430f9e4995cc7573733699e34411e,2024-11-07 00:00:00.000
abb,111-6524236-5036200,7696581502,tt/d113007432,NORMAL,1,6068.24,SG,SG,SG,SG,GMAIL.COM,58.182.155.133,CC,469,1,0,2,1,30,United Overseas Bank Limited,E3e7GdbDsGdDm5VK/Mh2bw==,US,--,,577203,50,530.548843,530.548843,2024-11-01 16:53:26.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,77,,,,,e8a4dfc8c9eea69a9f989731ee549a85,2024-11-07 00:00:00.000
abc,113-2279311-7502606,668406181002,tt/d113007432,NORMAL,1,1566.93,MY,MY,MY,US,GMAIL.COM,2001:0d08:00c4:af3f:bce0:64c9:598f:2c8e,CC,349,1,0,51,1,6,Malayan Banking Berhad,E3e7GdbDsGdDm5VK/Mh2bw==,US,14,OR,97251-9614,50,0.0,0.0,2024-10-30 17:32:03.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,79,,,,,54122e16d0b62d4c966da0a9d349df2d,2024-11-07 00:00:00.000
aba,114-4559957-9793028,183998529402,tt/d113007432,NORMAL,1,301.99,,US,US,US,GMAIL.COM,10.160.11.36,"CC,GC",147,1,1,1,1,1,,kAVOrSaoZbiSjWy3b96cUw==,US,--,IL,60050,2,0.0,0.0,2024-11-03 01:20:39.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,66,,,,,f628db219e1cfcd2819d0ea0fdb87149,2024-11-07 00:00:00.000
abd,114-5903014-7473847,34533617215,tt/d113007432,NORMAL,1,905.99,,PH,PH,US,GMAIL.COM,10.161.206.5,CC,147,1,0,1,1,1,BDO_Bank,mXn2cdJR5t+bk1ETZP27pw==,US,--,OR,97230-5030,50,1.852112,20.743119,2024-11-02 02:43:09.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,95,,,,,1cd6f550bf68aeb325a0e8e68169df1d,2024-11-07 00:00:00.000
abb,113-9730331-3617831,959801242902,tt/d113007432,NORMAL,1,552.94,,US,ZA,US,,10.163.165.213,CC,"107,147,422",1,0,1,1,4,Capitec Bank Limited,lNvDXdwnCKAmZIygZ4uG1Q==,US,--,FL,33179-4238,4,0.0,0.0,2024-10-31 21:03:48.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,77,,,,,caf81fb74c47916337b3d33d19d8a2c2,2024-11-07 00:00:00.000
abc,111-7349643-5291407,962015827802,tt/d113007432,NORMAL,1,644.49,,US,US,US,,10.161.53.64,CC,107,1,0,1,0,1,CAPITAL_ONE_NA,goOPOvli9WbPXHbhCdcKXQ==,US,--,RI,02863-1638,3,0.0,0.0,2024-11-03 11:05:47.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,71,,,,,70ee455e02589f8066b49562d34ce1a6,2024-11-07 00:00:00.000
aba,113-8505119-5305856,948147072902,tt/d113007432,NORMAL,1,298.63,,AR,AR,US,OUTLOOK.COM,10.168.223.101,CC,21,1,0,3,1,1,"Banco de Galicia y Buenos Aires, S.A.",gNe2cFDizhEujVrQST32FQ==,US,--,FL,33139-2006,37,1.872049,1.872049,2024-11-05 13:11:48.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,4bc456a013b9f9ce0a73dbf8aef56088,2024-11-07 00:00:00.000
abd,114-9659693-4961857,959860535802,tt/d113007432,NORMAL,1,519.0,HK,US,HK,US,GMAIL.COM,182.239.89.148,CC,421,1,1,1,1,1,HSBC,maM0VCbXQz5gSSZP6+/0ag==,US,--,NY,10305-3705,1,0.0,0.0,2024-11-02 07:17:12.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,64c052255c87741eed208fa02e1df1ab,2024-11-07 00:00:00.000
abb,111-2502745-4587450,961744509202,tt/d113007432,NORMAL,1,489.99,US,US,US,US,GMAIL.COM,137.28.231.238,CC,147,1,1,1,1,1,BankOfAmerica,mZ86Gc11xMJAE/3FO4WVzg==,US,IL,WI,54701-4086,2,0.0,0.0,2024-11-03 02:29:36.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,80,,,,,0b451425f0f3d7f7b6da1023fdf78967,2024-11-07 00:00:00.000
abc,112-0397116-1962619,963198372502,tt/d113007432,NORMAL,1,299.99,US,US,US,US,GMAIL.COM,2601:0205:4584:ccf0:81ec:2f82:d9ae:faa6,CC,196,1,1,3,1,1,WELLSFARGO,1tqHVQwj2h+O1QBLHrn31A==,US,CA,CA,95205-4462,5,0.0,0.0,2024-11-05 00:50:28.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,74,,,,,395b8e78b09906e6c48af6e791e2d27f,2024-11-07 00:00:00.000
aba,111-3322353-8282655,962351723902,tt/d113007432,NORMAL,1,382.97,US,US,US,US,GMAIL.COM,2600:1010:b193:481f:d498:ae1b:5794:6182,CC,23,1,1,1,1,2,,vvCvsS0S7FzA4/qisoVIjQ==,US,CA,CA,95776-3534,3,0.0,0.0,2024-11-03 22:21:30.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,86,,,,,344d76ed36a3eac903d94269565042e1,2024-11-07 00:00:00.000
abd,113-6805655-5873012,960034301402,tt/d113007432,NORMAL,1,663.99,US,US,,US,GMAIL.COM,2600:0387:000a:0007:0000:0000:0000:002c,GC,"107,147",1,0,1,1,7,,lNvDXdwnCKAmZIygZ4uG1Q==,US,TX,LA,70506-6519,9,0.0,0.0,2024-11-01 13:35:22.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,77,,,,,1964fcdc241e3e918d6b3beb351e0f1b,2024-11-07 00:00:00.000
abb,114-5634727-2426659,964536785502,tt/d113007432,NORMAL,1,272.91,,US,,US,GMAIL.COM,10.160.53.55,"CC,EbtSnap","325,467,540,541,751",1,1,3,1,78,,,US,--,TN,37206-4151,2,0.528137,0.573183,2024-11-06 21:16:28.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,90,,,,,7d8e5861eb56a376d57656d6cc0b122b,2024-11-07 00:00:00.000
abc,114-5288493-9289811,958851408002,tt/d113007432,NORMAL,1,482.38,,GB,GB,US,GMAIL.COM,10.90.55.80,CC,"194,199,328",1,1,3,1,12,,XDw+5V5wEHbl1ky93kZmSQ==,US,--,NJ,08110-1351,9,0.0,2.154884,2024-11-04 14:52:32.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,ff1b282ee2af58ed742c8e98cc9e35d5,2024-11-07 00:00:00.000
aba,112-2492735-6475405,936344263102,tt/d113007432,NORMAL,1,489.99,KR,US,KR,US,GMAIL.COM,39.113.198.48,CC,147,1,1,1,1,1,KB_CARD,O7m+jgMuuHoIqyrTl09qfw==,US,--,DE,19805-4690,12,0.0,0.0,2024-11-04 00:52:07.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,71,,,,,7f1ca4b99ae5e3f3e586d9a909c79982,2024-11-07 00:00:00.000
abd,112-7367782-9521032,957223029902,tt/d113007432,NORMAL,1,765.47,AM,US,AM,US,GMAIL.COM,87.241.147.213,CC,107,1,0,1,1,1,ARMENIAN_CARD_CJSC,Mn3w9tGSJXiRmBzgqcMvYQ==,US,--,DE,19720-2069,35,4.599711,5.897766,2024-11-03 08:01:06.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,84,,,,,e32bca81014be57a411dff614abd9f8a,2024-11-07 00:00:00.000
abb,111-5867330-3153828,963864873502,tt/d113007432,NORMAL,1,201.99,,US,PE,US,GMAIL.COM,10.89.171.1,CC,63,1,1,1,1,1,Interbank - Banco Internacional del Peru,6gItGDZy5s8wksuyFNxP5w==,US,--,IL,60484-2845,7,0.0,0.0,2024-11-05 21:05:44.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,68,,,,,ba10c84bf6f4967825bb58169e68794a,2024-11-07 00:00:00.000
abc,112-1269327-9277857,953497122502,tt/d113007432,NORMAL,1,488.0,,US,US,US,GMAIL.COM,10.161.32.205,CC,147,1,1,1,1,1,BankOfAmerica,84Ju8r3Pd/iZT4G1/gyOsQ==,US,--,TX,76201-3915,7,12.225053,12.225053,2024-11-05 00:46:10.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,60,,,,,4f9ec7574f03f9643b2bfadf18d02a14,2024-11-07 00:00:00.000
aba,113-7270193-8893012,959819926602,tt/d113007432,NORMAL,1,2741.71,US,US,US,US,GMAIL.COM,98.190.40.113,CC,"63,107,147,468",1,1,1,1,7,BankOfAmerica,E3e7GdbDsGdDm5VK/Mh2bw==,US,FL,FL,34473-4206,4,0.0,0.0,2024-10-31 15:50:37.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,87dc9809eabe0cd06abe320090f927cb,2024-11-07 00:00:00.000
abd,112-9640100-6434621,938615898802,tt/d113007432,NORMAL,1,1176.0,,US,US,US,GMAIL.COM,10.161.32.205,CC,107,1,1,1,1,3,FIDELITY_INFORMATION_SERVICES_INC,4s0lCyVpoK1mSkFvmNke0Q==,US,--,OR,97124-7840,50,16.255962,26.56021,2024-11-02 12:12:35.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,0c125aabb716b19f9b37c7bf909cf6e6,2024-11-07 00:00:00.000
abb,113-0717521-3434649,91105927302,tt/d113007432,NORMAL,1,1101.0,US,US,US,US,GMAIL.COM,24.173.249.10,"CC,GC",147,1,0,1,1,1,CHASE,ULtO7nUd6DwXDa91Y7qTXw==,US,TX,TX,75010-4600,18,0.0,0.0,2024-11-04 13:44:16.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,75,,,,,1b3bbf04cb3a916aa9e69ce617415406,2024-11-07 00:00:00.000
abc,113-9336644-0984202,826666203112,tt/d113007432,NORMAL,1,200.82,PL,PL,PL,PL,OUTLOOK.COM,216.173.79.62,CC,23,1,0,2,1,2,TELLER A.S.,/S3FegIzXKzq9Ly/xROaeA==,DE,--,,01-466,12,0.0,0.0,2024-10-28 21:06:44.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,61,,,,,e955a110fa25964446a0282a4d17bdf3,2024-11-07 00:00:00.000
aba,112-0384404-5505067,3227561202,tt/d113007432,NORMAL,1,16403.1,EC,EC,EC,US,GMAIL.COM,181.199.54.20,CC,86,1,1,4,1,30,,E3e7GdbDsGdDm5VK/Mh2bw==,US,--,FL,33195-3705,50,1.762303,2769.883866,2024-11-01 21:11:20.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,28ad396d26aa25daf369666486072b6d,2024-11-07 00:00:00.000
abd,112-8023381-6329067,963825303802,tt/d113007432,NORMAL,1,521.98,,US,US,US,GMAIL.COM,10.91.212.179,CC,107,1,1,1,1,2,,hkJMIkyWEq2IwZs5jIC4SA==,US,--,FL,33755-2109,7,0.0,0.0,2024-11-06 07:18:03.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,74,,,,,e64a5b784b4d607a7f08dff55c043ebd,2024-11-07 00:00:00.000
abb,114-9951096-8896245,958787320702,tt/d113007432,NORMAL,1,316.97,,US,US,US,OUTLOOK.COM,10.88.22.241,CC,"60,468",1,1,3,1,3,The Family Credit Union,c8N/2UCSH64yJlC6zwwt/A==,US,--,KY,40504-2446,14,0.0,0.0,2024-11-01 03:29:12.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,95,,,,,a5d8cf0765f49385e62297607028f79f,2024-11-07 00:00:00.000
abc,112-3230959-9689826,244085371802,tt/d113007432,NORMAL,1,4531.43,,US,US,US,GMAIL.COM,10.91.92.188,CC,147,1,0,4,1,3,CHASE,hkJMIkyWEq2IwZs5jIC4SA==,US,--,CA,91206-6027,22,14.733205,1500.146504,2024-11-01 14:47:30.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,94,,,,,9f0e684b6bf4f42195382ee01003d18a,2024-11-07 00:00:00.000
aba,114-3789963-6801014,961809907002,tt/d113007432,NORMAL,1,449.98,,US,US,US,,10.160.180.130,CC,"23,107",1,1,1,1,2,"Capital One Bank (USA), National Association",hkJMIkyWEq2IwZs5jIC4SA==,US,--,IL,60046-8428,4,0.0,0.0,2024-11-03 03:43:11.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,95,,,,,3e6f25cd48c04453b82dd901efaa7cba,2024-11-07 00:00:00.000
abd,111-0500786-5109863,961427790802,tt/d113007432,NORMAL,1,335.9,,US,US,US,GMAIL.COM,10.66.195.135,CC,"21,75",1,1,3,1,12,AfterPay,kBYCdsBoNQ/iIXrpL/VNNQ==,US,--,PA,15236-1704,11,0.0,0.0,2024-11-03 22:25:41.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,94,,,,,883101e75f0607544b0bdb672e75efd5,2024-11-07 00:00:00.000
abb,111-7566285-9253853,958144478602,tt/d113007432,NORMAL,1,724.89,,AM,AM,US,GMAIL.COM,10.162.218.133,CC,107,1,1,1,1,1,,/CRsxXHkIEQR6lGB7xgZfw==,US,--,DE,19720-2069,50,1.986374,3.95796,2024-11-02 18:44:13.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,87,,,,,8af4a84e600984f1a6174f274b9cab03,2024-11-07 00:00:00.000
abc,113-0284295-3798652,963117230802,tt/d113007432,NORMAL,1,322.74,US,US,US,US,,2603:8000:6b3d:aa1e:f4db:9e7d:34c4:f789,CC,63,1,1,1,1,1,WELLSFARGO,GV8hgHwJGUATUgenFJ/Q8Q==,US,CA,CA,92545-1204,3,0.0,0.0,2024-11-04 22:47:01.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,75,,,,,a7ad3721794add4504c6a15d39b7c463,2024-11-07 00:00:00.000
aba,408-1204724-8014756,423119904012,tt/d114157408,NORMAL,338851,1685.9,TR,TR,TR,TR,,176.89.73.29,CC,107,1,1,3,1,1,İş Bankası,Ien+yv/rPeqwukS2Nw/ovQ==,TR,--,,34535,4,0.0,0.0,2024-11-05 23:10:20.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,b9ef8b33afe0fa7d1baac155a5cad499,2024-11-07 00:00:00.000
abd,206-5638555-2548328,834806576412,tt/d119167211,NORMAL,3,434.35,,GB,GB,GB,OUTLOOK.COM,10.91.23.125,CC,"370,543",1,1,3,1,59,,JW2clihsCiUTkWrPZTTGbA==,GB,--,,HA0 4LW,2,0.0,0.0,2024-11-06 21:35:16.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,a5c938d831909abcdfa0619abf376d5f,2024-11-07 00:00:00.000
abb,202-3616353-7121949,834530786512,tt/d119167211,NORMAL,3,577.3,,GB,GB,GB,MYYAHOO.COM,10.90.52.47,CC,"121,194,325,540,541,543",0,1,3,1,136,Revolut,RWpfsrMFyEf4wOW8+gizAg==,GB,--,,SO19 9ND,11,0.0,0.0,2024-11-06 13:09:37.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,22e59e16763831326034d4489fa5408f,2024-11-07 00:00:00.000
abc,405-0202111-1389119,610703019402,tt/d121751312,NORMAL,44551,378.05,PT,PT,PT,PT,GMAIL.COM,2001:0818:df68:5a00:a4bd:3e0f:4376:b081,CC,107,1,0,1,1,1,Banco Espirito Santo S.A.,E3e7GdbDsGdDm5VK/Mh2bw==,US,--,PORTO,4435-207,3,0.0,0.0,2024-11-03 22:33:34.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,65,,,,,bce14f40c72b42ff04a6939279dd12c6,2024-11-07 00:00:00.000
aba,402-1944437-3042768,829115507012,tt/d121751312,NORMAL,44551,293.07,ES,ES,ES,ES,GMAIL.COM,79.116.169.153,CC,504,1,1,3,1,1,BANCO BILBAO VIZCAYA ARGENTARIA S.A. (BBVA),E3e7GdbDsGdDm5VK/Mh2bw==,ES,MD,GUIPUZKOA,20600,2,0.0,0.0,2024-10-29 16:52:26.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,98,,,,,cb28b9b36ddcf718cf86f88e4ddfd725,2024-11-07 00:00:00.000
abd,408-4916748-8976310,817741146512,tt/d121751312,NORMAL,44551,703.11,,PT,PT,PT,PROTON.ME,10.90.219.222,CC,"63,107",1,1,1,1,2,ROYAL BANK OF SCOTLAND,E3e7GdbDsGdDm5VK/Mh2bw==,ES,--,PORTO,4430-001,32,2.113723,4.741558,2024-10-28 17:24:15.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,94,,,,,34c6175554827490262c0437023ee7ce,2024-11-07 00:00:00.000
abb,403-4365717-7657941,109574375502,tt/d121751312,NORMAL,44551,733.29,PT,PT,PT,PT,GMAIL.COM,148.69.48.63,CC,107,1,1,1,1,1,Revolut,S//42Hg5QYNcYE3EvDixAQ==,US,--,SETUBAL,2900-130,16,0.218218,0.218218,2024-11-03 00:26:56.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,11889fcb301468e764e82b15e4ee7d92,2024-11-07 00:00:00.000
abc,171-1573559-1915559,166884188312,tt/d121751312,NORMAL,44551,843.43,,PL,PL,PL,GMAIL.COM,10.90.170.167,CC,107,1,0,4,0,1,Powszechna Kasa Oszczednosci Bank Polski SA (Pko Bank Polski,j4c8u3rF59tDCpMgQXmVSA==,DE,--,,22-200,31,6.93545,6.93545,2024-10-29 14:55:21.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,98,,,,,9904665adc9274b02af3c03b1e8ceaa2,2024-11-07 00:00:00.000
aba,404-6915638-9937111,831721184912,tt/d121751312,NORMAL,44551,411.77,PT,PT,PT,PT,GMAIL.COM,2001:0818:dea5:4c00:1c78:e0ef:007a:0a26,CC,63,1,1,1,1,1,Revolut,E3e7GdbDsGdDm5VK/Mh2bw==,ES,--,ESPOSENDE,4740-419,29,0.0,0.0,2024-11-03 22:06:58.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,79,,,,,650e78854b391d204dd7457ffb5c8ace,2024-11-07 00:00:00.000
abd,171-7448291-4106730,822494919712,tt/d123586994,NORMAL,679831071,295.98,BE,BE,BE,BE,GMAIL.COM,178.51.27.77,CC,"75,79,107,194,196",1,0,3,1,5,HSBC,hcw19uYFr3tUTQGyg+4jrg==,BE,BRU,,1030,1,10.824155,10.824155,2024-11-07 11:28:28.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,92,,,,,8b71f660e77b733824f1bc88ecdc5989,2024-11-07 00:00:00.000
abb,112-0053962-9547449,958647329002,tt/d124683314,NORMAL,1,244.53,AR,AR,AR,AR,GMAIL.COM,168.197.199.202,CC,147,1,0,2,0,1,,E3e7GdbDsGdDm5VK/Mh2bw==,US,--,MENDOZA,5531,2,0.0,0.0,2024-10-30 04:42:26.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,44c133b331b74f692ee07fa23c6863e6,2024-11-07 00:00:00.000
abc,407-3276191-2529120,833844571912,tt/d124746147,NORMAL,338851,2054.17,TR,TR,TR,TR,HOTMAIL.COM,176.216.239.0,CC,"21,75",1,1,3,1,70,Ziraat Bankası,8rhrSZlwx3bCg0RMwqLlPw==,TR,--,,59010,4,0.0,0.0,2024-11-05 10:02:45.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,b891561d8d81f1e6feeddedb3bb64c86,2024-11-07 00:00:00.000
aba,403-7962732-9556339,39768460705,tt/d128872885,NORMAL,712115121,853.85,PL,PL,,PL,OUTLOOK.COM,46.112.108.52,P24,421,1,0,3,1,1,,t6ag+6SLBNPJrsk0K1uh8A==,US,--,,34300,25,2.195336,7.065347,2024-11-05 22:00:07.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,98bbd80f8ec208e1ad68cd17d4c5e93b,2024-11-07 00:00:00.000
abd,404-1717521-0745110,833211854712,tt/d129113894,NORMAL,35691,327.51,,IT,IT,IT,LIBERO.IT,10.81.94.219,CC,"63,121,364",1,1,1,1,11,TELLER A.S.,E3e7GdbDsGdDm5VK/Mh2bw==,IT,--,RM,00139,8,0.0,0.0,2024-11-04 12:45:51.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,76,,,,,1e9f8a0ba1e516d1c43daae85477b034,2024-11-07 00:00:00.000
abb,402-4918276-5945954,834672730912,tt/d129113894,NORMAL,35691,1146.36,IT,IT,IT,IT,GMAIL.COM,151.37.241.100,CC,421,1,1,1,1,1,RENESSANS_BANK,goOPOvli9WbPXHbhCdcKXQ==,IT,--,VITERBO,01100,7,0.0,0.0,2024-11-06 18:06:04.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,60,,,,,8f91a7b96ed0b9776558a05099ee7c6b,2024-11-07 00:00:00.000
abc,408-7879575-2305101,830095895912,tt/d129721090,NORMAL,5,590.98,FR,FR,FR,FR,GMAIL.COM,2a02:842a:10dd:f601:c9d7:2edc:2379:6526,CC,63,1,0,1,1,1,Revolut,LACdXA6mVYK7VSJbk7SBUQ==,FR,GES,,51000,3,0.0,0.0,2024-11-01 07:25:50.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,61,,,,,17abc7143697ebdb0438aa67c69cf715,2024-11-07 00:00:00.000
aba,406-2792338-3797117,820779194112,tt/d130584022,NORMAL,5,293.0,,FR,FR,FR,GMAIL.COM,10.90.112.132,CC,63,1,1,1,1,5,Banque Federative du Credit Mutuel (Bfcm),/s/dk5gXTy1Z5WxJiOsJyg==,FR,--,FRANCE,28000,1,0.0,0.0,2024-10-30 15:04:16.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,58669880f1cce56617008325ac413a1d,2024-11-07 00:00:00.000
abd,405-4194729-3698724,812821411412,tt/d130584022,NORMAL,5,222.3,FR,FR,FR,FR,GMAIL.COM,2a01:0e0e:1002:41da:1006:e60a:f6ba:1854,CC,63,1,1,1,1,1,,8jgpXvp0m7s2eVY3KmX1/w==,FR,IDF,,69100,50,18.69191,28.749271,2024-11-06 14:06:54.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,90,,,,,eb9fd8926617b8b700cb164028d953ee,2024-11-07 00:00:00.000
abb,406-2080751-5360338,341977857112,tt/d130584022,NORMAL,5,220.18,FR,FR,,FR,GMAIL.COM,2a04:cec0:1104:a5d2:243d:bb2a:57b8:b70b,Installments,23,1,0,1,1,1,,bkaXmIsRQ+QXoYW2dntElg==,FR,PAC,FRANCE,38000,44,5.071007,5.071007,2024-11-05 18:44:02.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,6cf452760004cc7efe734a4821b4a57f,2024-11-07 00:00:00.000
abc,112-2613165-5047446,957617835102,tt/d133046258,NORMAL,1,605.99,,US,US,US,,10.160.164.128,CC,63,1,0,1,1,1,"Td Bank, National Association",Iu4Oo94pmojSgvjIbloY0A==,US,--,TX,78748-2354,1,0.0,0.0,2024-10-30 02:17:01.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,68,,,,,262283bb9b86e1bef8e062dc0659f2e3,2024-11-07 00:00:00.000
aba,111-6143734-3018618,958586705702,tt/d133046258,NORMAL,1,797.99,,US,US,US,GMAIL.COM,10.88.181.199,CC,504,1,0,3,0,1,"Td Bank, National Association",ozEMbAyFi43ziW/KfYE+zw==,US,--,NY,11208-1415,6,0.0,0.0,2024-10-30 05:13:31.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,66,,,,,46c2eb210e75f0a1d5a2200c954a25cf,2024-11-07 00:00:00.000
